fund_code,fund_code,fund_name,fund_name,fund_type,manager_name,company,nav,acc_nav,daily_return,weekly_return,monthly_return,quarterly_return,half_year_return,yearly_return,two_year_return,three_year_return,ytd_return,since_inception_return,custom_return,fee
018523,018523,华泰紫金恒生互联网科技业指数型发起基金(QDII)A,华泰紫金恒生互联网科技业指数型发起基金(QDII)A,指数型-海外股票,毛甜,华泰证券(上海)资产管理,1.0117,1.0117,0.14,6.53,-13.69,13.61,5.54,29.54,,,9.31,1.17,32.7168,0.10%
018524,018524,华泰紫金恒生互联网科技业指数型发起基金(QDII)C,华泰紫金恒生互联网科技业指数型发起基金(QDII)C,指数型-海外股票,毛甜,华泰证券(上海)资产管理,0.9949,0.9949,0.13,6.52,-13.71,13.87,5.72,27.85,,,9.56,-0.51,30.9768,0.00%
018525,018525,银河招益6个月持有混合A,银河招益6个月持有混合A,混合型-偏债,魏璇/ 郑可成,银河基金,1.0316,1.0316,0.02,0.3,-1.01,-0.01,1.06,2.07,,,-0.75,3.16,2.0477,0.80%
018526,018526,银河招益6个月持有混合C,银河招益6个月持有混合C,混合型-偏债,魏璇/ 郑可成,银河基金,1.0283,1.0283,0.02,0.29,-1.02,-0.06,0.95,1.78,,,-0.81,2.83,1.7716,0.00%
018527,018527,银河星汇30天持有债券A,银河星汇30天持有债券A,债券型-中短债,张沛,银河基金,1.0524,1.0524,0.0,-0.01,0.38,0.51,1.49,2.87,,,0.51,5.24,2.884,0.04%
018528,018528,银河星汇30天持有债券C,银河星汇30天持有债券C,债券型-中短债,张沛,银河基金,1.0492,1.0492,0.01,-0.01,0.37,0.46,1.4,2.69,,,0.46,4.92,2.6916,0.00%
018529,018529,华宝大健康混合C,华宝大健康混合C,混合型-偏股,齐震/ 张金涛,华宝基金,1.9221,1.9221,-0.67,11.32,15.06,35.26,20.46,27.4,,,30.77,8.19,30.5686,0.00%
018530,018530,中欧稳鑫180天持有债券A,中欧稳鑫180天持有债券A,债券型-混合一级,陈凯杨/ 王慧杰,中欧基金,1.0803,1.0803,-0.05,0.16,-0.05,0.56,3.01,3.91,,,0.75,8.03,3.925,0.04%
018531,018531,中欧稳鑫180天持有债券C,中欧稳鑫180天持有债券C,债券型-混合一级,陈凯杨/ 王慧杰,中欧基金,1.0774,1.0774,-0.04,0.16,-0.06,0.52,2.94,3.77,,,0.71,7.74,3.7658,0.00%
018532,018532,鹏华丰景债券,鹏华丰景债券,债券型-长债,王康佳,鹏华基金,1.063,1.0682,-0.01,0.11,0.48,0.21,2.96,5.35,,,0.19,6.83,5.3378,0.08%
018533,018533,南方中证互联网指数(LOF)C,南方中证互联网指数(LOF)C,指数型-股票,龚涛,南方基金,0.8821,0.8821,-0.74,5.67,-14.11,-3.09,-0.07,9.8,,,-8.09,-11.9,12.5415,0.00%
018534,018534,银河景泰债券A,银河景泰债券A,债券型-长债,蒋磊,银河基金,1.0334,1.0624,-0.02,0.13,0.88,-0.03,2.3,4.16,,,0.04,6.31,4.1498,0.06%
018535,018535,银河景泰债券C,银河景泰债券C,债券型-长债,蒋磊,银河基金,1.03,1.059,-0.03,0.12,0.85,-0.1,2.15,3.86,,,-0.04,5.96,3.853,0.00%
018536,018536,汇添富上证综合指数C,汇添富上证综合指数C,指数型-股票,吴振翔,汇添富基金,1.061,1.099,0.19,3.21,-4.33,0.28,0.83,6.98,,,-3.12,3.34,8.4746,0.00%
018537,018537,中银鑫盛一年持有债券A,中银鑫盛一年持有债券A,债券型-混合一级,易芳菲,中银基金,1.064,1.064,-0.03,0.19,-0.47,0.08,2.38,3.54,,,0.53,6.4,3.6229,0.06%
018538,018538,中银鑫盛一年持有债券C,中银鑫盛一年持有债券C,债券型-混合一级,易芳菲,中银基金,1.0607,1.0607,-0.03,0.19,-0.49,0.04,2.28,3.35,,,0.47,6.07,3.4325,0.00%
018539,018539,中银富利6个月持有期混合A,中银富利6个月持有期混合A,混合型-偏债,苗婷,中银基金,1.0354,1.0354,0.02,0.66,-0.83,-0.16,-0.51,1.04,,,-1.37,3.54,1.1232,0.12%
018540,018540,中银富利6个月持有期混合C,中银富利6个月持有期混合C,混合型-偏债,苗婷,中银基金,1.0291,1.0291,0.01,0.65,-0.88,-0.27,-0.71,0.63,,,-1.49,2.91,0.7046,0.00%
018541,018541,建信鑫安回报灵活配置混合C,建信鑫安回报灵活配置混合C,混合型-灵活,江源/ 徐文琪/ 袁蓓,建信基金,1.1034,1.1784,-0.5,3.53,-6.62,5.48,6.23,16.95,,,3.57,4.5,19.421,0.00%
018543,018543,汇添富黄金及贵金属(QDII-LOF-FOF)C,汇添富黄金及贵金属(QDII-LOF-FOF)C,QDII-商品,过蓓蓓,汇添富基金,1.345,1.345,-0.59,5.99,6.92,19.03,19.45,34.37,,,21.61,55.85,,0.00%
018544,018544,国投瑞银美丽中国混合C,国投瑞银美丽中国混合C,混合型-灵活,周思捷,国投瑞银基金,1.0423,1.2423,-0.75,2.86,-8.2,-2.24,0.61,1.49,,,-3.09,-13.8,3.9182,0.00%
018545,018545,国投瑞银瑞盛混合(LOF)C,国投瑞银瑞盛混合(LOF)C,混合型-灵活,贺明之,国投瑞银基金,1.116,1.316,0.09,0.4,-0.7,-0.62,-0.71,0.19,,,-1.69,0.12,0.5752,0.00%
018546,018546,国投瑞银瑞盈混合(LOF)C,国投瑞银瑞盈混合(LOF)C,混合型-灵活,周思捷,国投瑞银基金,1.7795,2.3995,-0.75,2.85,-9.33,-2.0,2.33,4.61,,,-2.92,-9.75,7.1343,0.00%
018547,018547,金鹰产业智选一年持有混合A,金鹰产业智选一年持有混合A,混合型-偏股,倪超,金鹰基金,1.063,1.063,-0.85,4.41,-8.28,7.65,9.04,17.94,,,8.82,6.3,21.3609,0.15%
018548,018548,金鹰产业智选一年持有混合C,金鹰产业智选一年持有混合C,混合型-偏股,倪超,金鹰基金,1.0504,1.0504,-0.84,4.4,-8.33,7.39,8.62,17.01,,,8.55,5.04,20.4035,0.00%
018549,018549,金鹰研究驱动混合A,金鹰研究驱动混合A,混合型-偏股,李龙杰,金鹰基金,1.0264,1.0264,-3.4,4.34,-7.89,0.12,-6.62,-0.88,,,-5.77,2.64,2.558,0.15%
018550,018550,金鹰研究驱动混合C,金鹰研究驱动混合C,混合型-偏股,李龙杰,金鹰基金,1.0185,1.0185,-3.4,4.33,-7.94,-0.03,-6.91,-1.49,,,-5.93,1.85,1.9315,0.00%
018551,018551,宏利医药健康混合发起A,宏利医药健康混合发起A,混合型-偏股,周笑雯,宏利基金,0.9796,0.9796,-0.36,4.58,-1.99,0.84,-6.29,-7.1,,,-2.1,-2.04,-4.6711,0.15%
018552,018552,宏利医药健康混合发起C,宏利医药健康混合发起C,混合型-偏股,周笑雯,宏利基金,0.9754,0.9754,-0.36,4.57,-2.02,0.76,-6.42,-7.38,,,-2.19,-2.46,-4.9596,0.00%
018553,018553,景顺长城中小盘混合C,景顺长城中小盘混合C,混合型-偏股,张靖,景顺长城基金,1.337,1.661,-0.82,1.67,-10.57,-6.7,-3.67,-3.12,,,-6.37,-14.09,-1.6188,0.00%
018554,018554,交银启嘉混合A,交银启嘉混合A,混合型-偏股,黄鼎,交银施罗德基金,1.0015,1.0015,-0.63,6.95,-9.58,2.58,3.93,12.69,,,2.21,0.15,16.4806,1.50%
018555,018555,交银启嘉混合C,交银启嘉混合C,混合型-偏股,黄鼎,交银施罗德基金,0.9881,0.9881,-0.63,6.95,-9.63,2.39,3.53,11.81,,,1.99,-1.19,15.5808,0.00%
018556,018556,中银新经济灵活配置混合C,中银新经济灵活配置混合C,混合型-灵活,杨成,中银基金,1.646,1.646,-0.36,2.88,-6.74,-0.42,-3.86,3.07,,,-4.08,-11.46,5.0415,0.00%
018557,018557,易方达港股通医药ETF联接A,易方达港股通医药ETF联接A,指数型-股票,成曦,易方达基金,0.938,0.938,-1.13,10.59,-1.67,24.32,9.38,30.24,,,17.57,-6.2,33.4471,0.12%
018558,018558,易方达港股通医药ETF联接C,易方达港股通医药ETF联接C,指数型-股票,成曦,易方达基金,0.9329,0.9329,-1.13,10.57,-1.69,24.24,9.21,29.86,,,17.48,-6.71,33.0623,0.00%
018561,018561,中信保诚多策略混合(LOF)C,中信保诚多策略混合(LOF)C,混合型-灵活,江峰,中信保诚基金,1.7384,1.7384,0.7,5.9,1.08,12.96,25.04,52.4,,,13.99,40.47,66.1633,0.00%
018564,018564,嘉实中证全指家用电器指数发起式A,嘉实中证全指家用电器指数发起式A,指数型-股票,刘珈吟,嘉实基金,1.1178,1.1178,0.69,3.86,-9.72,-4.9,0.06,7.15,,,-4.36,11.78,7.9166,0.10%
018565,018565,嘉实中证全指家用电器指数发起式C,嘉实中证全指家用电器指数发起式C,指数型-股票,刘珈吟,嘉实基金,1.1126,1.1126,0.69,3.85,-9.74,-4.96,-0.06,6.89,,,-4.43,11.26,7.6432,0.00%
018566,018566,恒生前海恒源泓利债券A,恒生前海恒源泓利债券A,债券型-混合二级,钟恩庚,恒生前海基金,1.1386,1.4426,-0.01,0.04,2.57,2.19,2.88,3.65,,,2.09,45.4,3.6502,0.08%
018567,018567,恒生前海恒源泓利债券C,恒生前海恒源泓利债券C,债券型-混合二级,钟恩庚,恒生前海基金,1.0228,1.4278,-0.01,0.04,0.87,0.48,1.14,1.83,,,0.38,43.74,1.8421,0.00%
018568,018568,长信稳固60天滚动持有债券A,长信稳固60天滚动持有债券A,债券型-中短债,杜国昊/ 朱黎明,长信基金,1.046,1.046,0.01,0.04,0.21,0.27,1.08,2.0,,,0.26,4.6,1.9891,0.04%
018569,018569,长信稳固60天滚动持有债券C,长信稳固60天滚动持有债券C,债券型-中短债,杜国昊/ 朱黎明,长信基金,1.0421,1.0421,0.0,0.03,0.19,0.22,0.98,1.8,,,0.2,4.21,1.7775,0.00%
018570,018570,华宝安元债券A,华宝安元债券A,债券型-混合二级,李栋梁,华宝基金,1.089,1.089,-0.11,0.38,-0.46,0.43,5.31,7.84,,,1.86,8.9,8.272,0.40%
018571,018571,华宝安元债券C,华宝安元债券C,债券型-混合二级,李栋梁,华宝基金,1.0836,1.0836,-0.11,0.37,-0.49,0.35,5.14,7.52,,,1.78,8.36,7.9498,0.00%
018572,018572,华宝远恒混合A,华宝远恒混合A,混合型-偏股,丁靖斐,华宝基金,0.977,0.977,-0.22,6.54,-7.43,-4.65,-3.72,-7.91,,,-5.94,-2.3,-6.0306,0.15%
018573,018573,华宝远恒混合C,华宝远恒混合C,混合型-偏股,丁靖斐,华宝基金,0.9691,0.9691,-0.23,6.52,-7.48,-4.78,-4.02,-8.46,,,-6.1,-3.09,-6.6018,0.00%
018574,018574,兴银丰盈灵活配置C,兴银丰盈灵活配置C,混合型-灵活,罗怡达,兴银基金管理,1.786,1.917,-0.57,4.48,-9.51,-0.74,5.19,11.99,,,-2.79,-12.46,15.4642,0.00%
018577,018577,摩根恒生科技ETF发起式联接(QDII)A,摩根恒生科技ETF发起式联接(QDII)A,指数型-海外股票,毛时超,摩根资产管理,1.1786,1.1786,-0.67,8.24,-14.16,12.52,12.01,41.95,,,10.04,17.86,45.9205,0.12%
018578,018578,摩根恒生科技ETF发起式联接(QDII)C,摩根恒生科技ETF发起式联接(QDII)C,指数型-海外股票,毛时超,摩根资产管理,1.172,1.172,-0.67,8.23,-14.18,12.75,12.16,41.34,,,10.25,17.2,45.2833,0.00%
018579,018579,鑫元国证2000指数增强A,鑫元国证2000指数增强A,指数型-股票,刘宇涛,鑫元基金,1.0367,1.0367,-0.14,7.04,-9.35,4.75,14.31,23.4,,,3.13,3.67,30.3533,0.12%
018580,018580,鑫元国证2000指数增强C,鑫元国证2000指数增强C,指数型-股票,刘宇涛,鑫元基金,1.0297,1.0297,-0.15,7.04,-9.38,4.64,14.08,22.91,,,3.01,2.97,29.8323,0.00%
018581,018581,中银纯债债券D,中银纯债债券D,债券型-长债,林炎滨,中银基金,1.1917,1.1917,-0.03,-0.03,1.31,0.03,2.64,4.73,,,0.11,10.44,4.6912,0.09%
018582,018582,华泰紫金碳中和混合发起A,华泰紫金碳中和混合发起A,混合型-偏股,郑栋,华泰证券(上海)资产管理,1.1546,1.1646,0.73,3.18,-3.02,1.08,0.18,6.3,,,-0.82,16.45,6.7479,0.15%
018583,018583,华泰紫金碳中和混合发起C,华泰紫金碳中和混合发起C,混合型-偏股,郑栋,华泰证券(上海)资产管理,1.1436,1.1536,0.73,3.17,-3.07,0.92,-0.12,5.74,,,-1.0,15.35,6.1856,0.00%
018585,018585,汇添富养老2035三年持有混合(FOF),汇添富养老2035三年持有混合(FOF),FOF-均衡型,程竹成,汇添富基金,1.057,1.057,0.4,-1.4,-2.26,3.49,0.86,4.19,,,0.8,5.7,,0.12%
018586,018586,汇添富双享增利债券A,汇添富双享增利债券A,债券型-混合二级,孙丹/ 宋鹏,汇添富基金,1.0505,1.0505,-0.05,0.5,-0.39,0.09,1.37,2.83,,,-0.12,5.05,2.9196,0.08%
018587,018587,汇添富双享增利债券C,汇添富双享增利债券C,债券型-混合二级,孙丹/ 宋鹏,汇添富基金,1.0427,1.0427,-0.05,0.49,-0.42,-0.01,1.16,2.4,,,-0.24,4.27,2.4968,0.00%
018589,018589,农银信息传媒股票C,农银信息传媒股票C,股票型,谷超,农银汇理基金,1.0211,1.0211,-1.06,3.21,-7.28,2.54,2.71,18.16,,,-1.35,-10.84,20.2567,0.00%
018590,018590,银华体育文化灵活配置混合C,银华体育文化灵活配置混合C,混合型-灵活,唐能,银华基金,1.412,1.412,1.07,6.65,-11.64,1.29,9.46,13.32,,,-0.42,-30.37,18.258,0.00%
018592,018592,中欧汇利债券A,中欧汇利债券A,债券型-混合二级,华李成,中欧基金,1.0683,1.0683,0.0,0.33,-0.39,0.54,2.69,3.48,,,0.27,6.83,3.6581,0.80%
018593,018593,中欧汇利债券C,中欧汇利债券C,债券型-混合二级,华李成,中欧基金,1.0599,1.0599,0.0,0.33,-0.42,0.45,2.49,2.93,,,0.16,5.99,3.1131,0.00%
018594,018594,格林泓盈利率债,格林泓盈利率债,债券型-长债,吴慧娟/ 尹子昕,格林基金,1.0235,1.0535,-0.01,0.07,0.84,0.11,1.18,2.68,,,0.06,5.39,2.675,0.06%
018595,018595,华商利欣回报债券A,华商利欣回报债券A,债券型-混合二级,厉骞,华商基金,1.0642,1.0642,-0.37,1.65,-1.85,1.67,3.26,7.82,,,1.01,6.42,8.903,0.08%
018596,018596,华商利欣回报债券C,华商利欣回报债券C,债券型-混合二级,厉骞,华商基金,1.059,1.059,-0.37,1.64,-1.88,1.6,3.11,7.5,,,0.92,5.9,8.5708,0.00%
018597,018597,兴证全球招益债券A,兴证全球招益债券A,债券型-混合二级,斯子文/ 徐留明,兴证全球基金,1.0839,1.0839,0.02,0.25,0.83,1.75,4.74,6.69,,,1.75,8.39,6.9146,0.80%
018598,018598,兴证全球招益债券C,兴证全球招益债券C,债券型-混合二级,斯子文/ 徐留明,兴证全球基金,1.0762,1.0762,0.02,0.25,0.8,1.65,4.55,6.27,,,1.63,7.62,6.4912,0.00%
018600,018600,景顺长城鼎益混合(LOF)C,景顺长城鼎益混合(LOF)C,混合型-偏股,刘彦春,景顺长城基金,1.812,1.812,-0.06,1.29,-5.87,3.13,-2.42,-9.31,,,-0.93,-20.35,-8.067,0.00%
018601,018601,长城集利债券发起式A,长城集利债券发起式A,债券型-混合二级,马强,长城基金,1.0645,1.0645,0.02,0.15,-0.05,0.41,1.34,3.83,,,0.16,6.45,3.8435,0.08%
018602,018602,长城集利债券发起式C,长城集利债券发起式C,债券型-混合二级,马强,长城基金,1.0592,1.0592,0.01,0.13,-0.08,0.32,1.19,3.5,,,0.07,5.92,3.5083,0.00%
018603,018603,永赢鑫欣混合C,永赢鑫欣混合C,混合型-偏债,卢丽阳/ 吴玮,永赢基金,1.1379,1.1379,-0.09,0.75,-0.39,0.3,4.89,9.59,,,0.24,22.61,9.8889,0.00%
018604,018604,民生加银添润债券A,民生加银添润债券A,债券型-混合二级,付裕,民生加银基金,1.0261,1.0261,-0.02,0.77,-1.49,-1.12,0.05,1.12,,,-1.12,2.61,1.3632,0.08%
018605,018605,中银养老目标日期2035三年持有混合发起(FOF),中银养老目标日期2035三年持有混合发起(FOF),FOF-均衡型,姚卫巍,中银基金,1.0183,1.0183,0.37,-1.59,-2.72,-0.16,-0.96,1.44,,,-1.71,1.83,,0.12%
018610,018610,兴证全球中证同业存单AAA指数7天持有,兴证全球中证同业存单AAA指数7天持有,指数型-固收,王健,兴证全球基金,1.0374,1.0374,-0.01,0.05,0.3,0.45,1.16,2.07,,,0.43,3.73,2.0762,0.00%
018611,018611,鹏华高端装备一年持有期混合A,鹏华高端装备一年持有期混合A,混合型-偏股,杨飞,鹏华基金,1.0239,1.0239,-0.88,9.44,-10.94,-4.31,9.22,24.3,,,0.59,2.39,,0.15%
018612,018612,鹏华高端装备一年持有期混合C,鹏华高端装备一年持有期混合C,混合型-偏股,杨飞,鹏华基金,1.0131,1.0131,-0.89,9.42,-10.99,-4.46,8.89,23.55,,,0.41,1.31,,0.00%
018613,018613,红塔红土中证同业存单AAA指数7天持有,红塔红土中证同业存单AAA指数7天持有,指数型-固收,王珮江,红塔红土,1.0254,1.0254,0.0,0.03,0.21,0.31,0.95,1.47,,,0.3,2.54,1.5047,0.00%
018615,018615,光大保德信睿阳纯债债券A,光大保德信睿阳纯债债券A,债券型-长债,李怀定,光大保德信基金,1.0665,1.0665,0.0,0.02,0.91,0.23,2.4,3.57,,,0.59,6.65,3.5437,0.06%
018616,018616,光大保德信睿阳纯债债券C,光大保德信睿阳纯债债券C,债券型-长债,李怀定,光大保德信基金,1.0625,1.0625,-0.01,0.02,0.89,0.18,2.3,3.36,,,0.53,6.25,3.3259,0.00%
018617,018617,民生加银添润债券C,民生加银添润债券C,债券型-混合二级,付裕,民生加银基金,1.0202,1.0202,-0.03,0.75,-1.53,-1.21,-0.16,0.72,,,-1.24,2.02,0.9499,0.00%
018618,018618,中信保诚远见成长混合A,中信保诚远见成长混合A,混合型-偏股,王睿,中信保诚基金,0.9386,0.9386,-0.67,4.37,-8.16,4.01,2.7,8.15,,,1.38,-6.14,10.5145,0.15%
018619,018619,中信保诚远见成长混合C,中信保诚远见成长混合C,混合型-偏股,王睿,中信保诚基金,0.9285,0.9285,-0.67,4.36,-8.21,3.86,2.4,7.5,,,1.21,-7.15,9.8557,0.00%
018620,018620,兴证全球兴晨六个月持有混合A,兴证全球兴晨六个月持有混合A,混合型-偏债,刘琦,兴证全球基金,1.0854,1.0854,0.05,0.81,0.84,5.62,5.85,6.75,,,4.94,8.54,6.936,1.00%
018621,018621,兴证全球兴晨六个月持有混合C,兴证全球兴晨六个月持有混合C,混合型-偏债,刘琦,兴证全球基金,1.078,1.078,0.05,0.8,0.8,5.52,5.64,6.32,,,4.82,7.8,6.5112,0.00%
018624,018624,国泰君安君增利60天滚动持有债券发起式A,国泰君安君增利60天滚动持有债券发起式A,债券型-中短债,吕莉萍/ 孙文康,国泰君安资管,1.0639,1.0639,0.0,0.03,0.6,0.66,1.76,3.61,,,1.27,6.39,3.6132,0.04%
018625,018625,国泰君安君增利60天滚动持有债券发起式C,国泰君安君增利60天滚动持有债券发起式C,债券型-中短债,吕莉萍/ 孙文康,国泰君安资管,1.0601,1.0601,0.0,0.03,0.58,0.61,1.66,3.41,,,1.2,6.01,3.4042,0.00%
018626,018626,富国兴享回报6个月持有期混合A,富国兴享回报6个月持有期混合A,混合型-偏债,刘兴旺,富国基金,1.0601,1.0601,-0.22,2.29,-2.05,4.99,5.23,7.25,,,3.97,6.01,8.1183,0.10%
018627,018627,富国兴享回报6个月持有期混合C,富国兴享回报6个月持有期混合C,混合型-偏债,刘兴旺,富国基金,1.0528,1.0528,-0.22,2.28,-2.08,4.89,5.03,6.83,,,3.85,5.28,7.6923,0.00%
018632,018632,银华顺和债券,银华顺和债券,债券型-长债,赵旭东,银华基金,1.0491,1.0671,-0.01,0.07,0.68,-0.05,2.19,4.09,,,-0.05,6.73,4.0851,0.04%
018633,018633,财通中证500指数增强A,财通中证500指数增强A,指数型-股票,顾弘原/ 郭欣/ 朱海东,财通基金,0.9632,0.9632,-0.3,4.36,-7.09,1.81,1.69,3.85,,,-0.41,-3.68,6.478,0.15%
018634,018634,财通中证500指数增强C,财通中证500指数增强C,指数型-股票,顾弘原/ 郭欣/ 朱海东,财通基金,0.9564,0.9564,-0.31,4.34,-7.13,1.7,1.49,3.43,,,-0.53,-4.36,6.0546,0.00%
018635,018635,嘉实稳健增利6个月持有混合A,嘉实稳健增利6个月持有混合A,混合型-偏债,高群山,嘉实基金,1.048,1.048,-0.11,0.54,-0.32,0.17,2.02,3.62,,,0.33,4.8,,0.08%
018636,018636,嘉实稳健增利6个月持有混合C,嘉实稳健增利6个月持有混合C,混合型-偏债,高群山,嘉实基金,1.0429,1.0429,-0.12,0.53,-0.35,0.08,1.82,3.21,,,0.2,4.29,,0.00%
018637,018637,农银金恒债券,农银金恒债券,债券型-长债,周宇,农银汇理基金,1.0145,1.051,0.0,0.03,0.51,0.02,1.55,2.93,,,0.09,5.17,2.9166,0.03%
018638,018638,国泰研究优势混合C,国泰研究优势混合C,混合型-偏股,徐治彪,国泰基金,0.8315,0.8315,-0.51,7.35,-13.44,-7.04,7.83,1.56,,,-2.06,-25.83,5.0802,0.00%
018640,018640,华安沣润债券A,华安沣润债券A,债券型-混合二级,郭利燕/ 吴文明,华安基金,1.05,1.05,-0.06,0.65,-0.1,0.68,1.79,3.45,,,0.36,5.0,3.7139,0.08%
018641,018641,华安沣润债券C,华安沣润债券C,债券型-混合二级,郭利燕/ 吴文明,华安基金,1.0435,1.0435,-0.06,0.65,-0.13,0.59,1.6,3.04,,,0.25,4.35,3.3066,0.00%
018642,018642,金鹰添福纯债债券A,金鹰添福纯债债券A,债券型-长债,龙悦芳/ 王怀震,金鹰基金,1.0156,1.0664,0.0,0.06,0.77,-0.08,2.15,3.95,,,0.01,6.72,3.9279,0.08%
018643,018643,金鹰添福纯债债券C,金鹰添福纯债债券C,债券型-长债,龙悦芳/ 王怀震,金鹰基金,1.0162,1.064,-0.01,0.05,0.82,-0.08,2.05,3.8,,,-0.03,6.48,3.7783,0.00%
018644,018644,金鹰悦享债券A,金鹰悦享债券A,债券型-混合二级,林暐,金鹰基金,1.0282,1.0282,-0.02,0.14,-0.01,0.14,1.17,2.22,,,0.19,2.82,2.2169,0.08%
018645,018645,金鹰悦享债券C,金鹰悦享债券C,债券型-混合二级,林暐,金鹰基金,1.0242,1.0242,-0.02,0.13,-0.04,0.06,1.02,1.89,,,0.11,2.42,1.8902,0.00%
018646,018646,易方达中证家电龙头ETF联接发起式A,易方达中证家电龙头ETF联接发起式A,指数型-股票,庞亚平,易方达基金,1.1411,1.1411,0.68,3.37,-9.97,-5.76,-0.44,9.33,,,-4.86,14.11,9.5631,0.12%
018647,018647,易方达中证家电龙头ETF联接发起式C,易方达中证家电龙头ETF联接发起式C,指数型-股票,庞亚平,易方达基金,1.1359,1.1359,0.68,3.37,-9.99,-5.83,-0.59,9.01,,,-4.94,13.59,9.2422,0.00%
018648,018648,永赢鑫享混合C,永赢鑫享混合C,混合型-偏债,余国豪/ 杨野/ 曾琬云,永赢基金,1.1624,1.1624,-0.01,0.01,2.85,1.17,9.86,10.61,,,2.23,9.74,11.1387,0.00%
018650,018650,光大保德信国企改革股票C,光大保德信国企改革股票C,股票型,林晓凤/ 王明旭,光大保德信基金,1.293,1.293,0.08,5.72,-5.0,-0.69,-1.6,-2.05,,,-2.42,-9.77,-0.9954,0.00%
018651,018651,信澳通合稳健三个月持有期混合型(FOF)A,信澳通合稳健三个月持有期混合型(FOF)A,FOF-稳健型,王奕蕾,信达澳亚基金,1.0391,1.0391,0.38,-1.21,-1.35,2.21,3.09,6.13,,,0.63,3.91,,0.08%
018652,018652,信澳通合稳健三个月持有期混合型(FOF)C,信澳通合稳健三个月持有期混合型(FOF)C,FOF-稳健型,王奕蕾,信达澳亚基金,1.0335,1.0335,0.37,-1.21,-1.38,2.12,2.91,5.79,,,0.54,3.35,,0.00%
018653,018653,万家国证2000指数增强A,万家国证2000指数增强A,指数型-股票,乔亮,万家基金,1.0212,1.0212,0.08,7.84,-8.65,4.27,13.15,18.92,,,2.42,2.12,25.2852,0.12%
018654,018654,万家国证2000指数增强C,万家国证2000指数增强C,指数型-股票,乔亮,万家基金,1.0149,1.0149,0.08,7.83,-8.68,4.17,12.93,18.45,,,2.31,1.49,24.7879,0.00%
018656,018656,新华行业周期轮换混合C,新华行业周期轮换混合C,混合型-偏股,张大江,新华基金,0.9211,0.9211,-0.17,4.67,-4.59,-2.92,-7.29,-12.82,,,-2.99,-7.89,-11.2962,0.00%
018657,018657,融通通和债券C,融通通和债券C,债券型-长债,雷冠中/ 王超,融通基金,1.0866,1.0866,0.01,0.05,0.48,0.49,1.39,,,,0.47,1.74,1.741573,0.00%
018658,018658,兴银消费新趋势灵活配置C,兴银消费新趋势灵活配置C,混合型-灵活,乔华国,兴银基金管理,1.9677,1.9677,0.59,7.66,-0.04,8.25,15.75,10.14,,,6.24,45.11,14.5944,0.00%
018661,018661,大成中证1000指数增强发起式A,大成中证1000指数增强发起式A,指数型-股票,刘旺,大成基金,1.0723,1.0723,0.16,6.11,-5.86,7.52,20.96,25.03,,,4.22,7.23,30.26,0.15%
018662,018662,大成中证1000指数增强发起式C,大成中证1000指数增强发起式C,指数型-股票,刘旺,大成基金,1.065,1.065,0.16,6.1,-5.89,7.41,20.71,24.53,,,4.11,6.5,29.7515,0.00%
018663,018663,中欧国证2000指数增强A,中欧国证2000指数增强A,指数型-股票,钱亚婷,中欧基金,1.0439,1.0663,-0.11,6.92,-7.97,3.91,17.35,24.04,,,1.74,6.6,29.5469,0.15%
018664,018664,中欧国证2000指数增强C,中欧国证2000指数增强C,指数型-股票,钱亚婷,中欧基金,1.033,1.0552,-0.11,6.91,-8.02,3.76,17.0,23.31,,,1.57,5.49,28.7564,0.00%
018665,018665,南方宁元债券A,南方宁元债券A,债券型-长债,江佳骏/ 李璇,南方基金,1.0633,1.0633,-0.01,0.09,0.42,-0.14,2.0,4.34,,,-0.24,6.33,4.3576,0.08%
018666,018666,鹏扬利沣短债D,鹏扬利沣短债D,债券型-中短债,陈钟闻/ 王黎骁,鹏扬基金,1.0644,1.1744,0.01,0.03,0.36,0.6,1.17,2.07,,,0.62,4.66,2.0599,0.00%
018672,018672,广发安诚养老目标2040三年持有混合发起式(FOF)A,广发安诚养老目标2040三年持有混合发起式(FOF)A,FOF-均衡型,曹建文,广发基金,1.0737,1.0737,0.63,-2.91,-5.15,3.36,1.57,9.94,,,0.27,7.37,,0.12%
018674,018674,渤海汇金优选进取6个月持有混合发起(FOF)A,渤海汇金优选进取6个月持有混合发起(FOF)A,FOF-进取型,叶萌,渤海汇金,0.9918,0.9918,1.03,-4.55,-6.62,5.5,7.86,13.3,,,3.97,-0.82,,0.08%
018675,018675,渤海汇金优选进取6个月持有混合发起(FOF)C,渤海汇金优选进取6个月持有混合发起(FOF)C,FOF-进取型,叶萌,渤海汇金,0.9855,0.9855,1.03,-4.55,-6.64,5.4,7.67,12.89,,,3.87,-1.45,,0.00%
018676,018676,渤海汇金汇享益利率债A,渤海汇金汇享益利率债A,债券型-长债,高延龙/ 李杨,渤海汇金,1.0445,1.0595,0.0,0.09,1.04,0.12,2.7,4.79,,,0.21,5.96,4.7749,0.06%
018677,018677,渤海汇金汇享益利率债C,渤海汇金汇享益利率债C,债券型-长债,高延龙/ 李杨,渤海汇金,1.0417,1.0567,0.0,0.08,1.01,0.07,2.59,4.57,,,0.14,5.68,4.5487,0.00%
