序号,姓名,所属公司,现任基金,累计从业时间,现任基金资产总规模,现任基金最佳回报
2846,谢创,创金合信基金,创金合信恒兴中短债债券D,2449,603.49,31.76
2846,谢创,创金合信基金,创金合信恒利超短债债券D,2449,603.49,31.76
2846,谢创,创金合信基金,创金合信文丰债券A,2449,603.49,31.76
2846,谢创,创金合信基金,创金合信文丰债券C,2449,603.49,31.76
2846,谢创,创金合信基金,创金合信货币F,2449,603.49,31.76
2847,邢程,恒生前海基金,恒生沪港深新兴产业精选混合,1160,1.63,20.06
2847,邢程,恒生前海基金,恒生前海港股通精选混合,1160,1.63,20.06
2847,邢程,恒生前海基金,恒生前海高端制造混合A,1160,1.63,20.06
2847,邢程,恒生前海基金,恒生前海高端制造混合C,1160,1.63,20.06
2847,邢程,恒生前海基金,恒生前海港股通价值混合A,1160,1.63,20.06
2847,邢程,恒生前海基金,恒生前海港股通价值混合C,1160,1.63,20.06
2848,向晨,长城基金,长城核心优选混合A,941,0.69,-2.91
2848,向晨,长城基金,长城核心优选混合C,941,0.69,-2.91
2849,徐聪,信达澳亚基金,信澳核心科技混合A,924,7.19,0.08
2849,徐聪,信达澳亚基金,信澳聚优智选混合A,924,7.19,0.08
2849,徐聪,信达澳亚基金,信澳聚优智选混合C,924,7.19,0.08
2849,徐聪,信达澳亚基金,信澳核心科技混合C,924,7.19,0.08
2850,徐闯,太平基金,太平改革红利精选混合,691,11.23,19.48
2850,徐闯,太平基金,太平MSCI香港价值增强A,691,11.23,19.48
2850,徐闯,太平基金,太平MSCI香港价值增强C,691,11.23,19.48
2850,徐闯,太平基金,太平智远三个月定开股票发起式,691,11.23,19.48
2850,徐闯,太平基金,太平先进制造混合发起式A,691,11.23,19.48
2850,徐闯,太平基金,太平先进制造混合发起式C,691,11.23,19.48
2851,肖婵,太平基金,太平灵活配置,501,2.55,-14.83
2852,徐成,东财基金,东财景气成长A,263,0.08,-4.35
2852,徐成,东财基金,东财景气成长C,263,0.08,-4.35
2853,徐成城,兴业基金,兴业沪深300ETF发起联接A,2445,19.17,-0.68
2853,徐成城,兴业基金,兴业沪深300ETF发起联接C,2445,19.17,-0.68
2853,徐成城,兴业基金,兴业中证500ETF发起式联接A,2445,19.17,-0.68
2853,徐成城,兴业基金,兴业中证500ETF发起式联接C,2445,19.17,-0.68
2853,徐成城,兴业基金,兴业华证沪港深红利100指数A,2445,19.17,-0.68
2853,徐成城,兴业基金,兴业华证沪港深红利100指数C,2445,19.17,-0.68
2853,徐成城,兴业基金,兴业上证180ETF联接A,2445,19.17,-0.68
2853,徐成城,兴业基金,兴业上证180ETF联接C,2445,19.17,-0.68
2853,徐成城,兴业基金,兴业沪深300ETF,2445,19.17,-0.68
2853,徐成城,兴业基金,兴业中证500ETF,2445,19.17,-0.68
2853,徐成城,兴业基金,兴业上证180ETF,2445,19.17,-0.68
2853,徐成城,兴业基金,兴业中证A500ETF,2445,19.17,-0.68
2854,辛晨晨,财通资管,财通资管中证1000指数增强A,1720,0.11,13.81
2854,辛晨晨,财通资管,财通资管中证1000指数增强C,1720,0.11,13.81
2855,徐程龙,中信建投基金,中信建投国家电投新能源REIT,798,71.39,
2856,夏晨曦,南方基金,南方现金通A,4693,4326.56,36.6
2856,夏晨曦,南方基金,南方现金通B,4693,4326.56,36.6
2856,夏晨曦,南方基金,南方现金通C,4693,4326.56,36.6
2856,夏晨曦,南方基金,南方现金通E,4693,4326.56,36.6
2856,夏晨曦,南方基金,南方现金增利货币E,4693,4326.56,36.6
2856,夏晨曦,南方基金,南方现金增利货币F,4693,4326.56,36.6
2856,夏晨曦,南方基金,南方天天利货币A,4693,4326.56,36.6
2856,夏晨曦,南方基金,南方天天利货币B,4693,4326.56,36.6
2856,夏晨曦,南方基金,南方天天利货币E,4693,4326.56,36.6
2856,夏晨曦,南方基金,南方1-3年国开债A,4693,4326.56,36.6
2856,夏晨曦,南方基金,南方1-3年国开债C,4693,4326.56,36.6
2856,夏晨曦,南方基金,南方中债1-3年国开行债券指数E,4693,4326.56,36.6
2856,夏晨曦,南方基金,南方中证同业存单AAA指数7天持有,4693,4326.56,36.6
2856,夏晨曦,南方基金,南方现金增利货币C,4693,4326.56,36.6
2856,夏晨曦,南方基金,南方现金增利货币D,4693,4326.56,36.6
2856,夏晨曦,南方基金,南方天天利货币C,4693,4326.56,36.6
2856,夏晨曦,南方基金,南方中债1-3年国开行债券指数I,4693,4326.56,36.6
2856,夏晨曦,南方基金,南方中债1-3年国开行债券指数D,4693,4326.56,36.6
2856,夏晨曦,南方基金,南方现金增利货币A,4693,4326.56,36.6
2856,夏晨曦,南方基金,南方现金增利货币B,4693,4326.56,36.6
2857,谢昌旭,汇添富基金,汇添富优质成长混合A,2292,60.2,13.02
2857,谢昌旭,汇添富基金,汇添富优质成长混合C,2292,60.2,13.02
2857,谢昌旭,汇添富基金,汇添富稳健添盈一年持有混合,2292,60.2,13.02
2857,谢昌旭,汇添富基金,汇添富高质量成长精选2年持有混合,2292,60.2,13.02
2857,谢昌旭,汇添富基金,汇添富价值成长均衡投资混合A,2292,60.2,13.02
2857,谢昌旭,汇添富基金,汇添富价值成长均衡投资混合C,2292,60.2,13.02
2857,谢昌旭,汇添富基金,汇添富远景成长一年持有混合A,2292,60.2,13.02
2857,谢昌旭,汇添富基金,汇添富远景成长一年持有混合C,2292,60.2,13.02
2858,徐朝贞,万家基金,万家稳健养老三年持有混合(FOF)A,2356,4.33,21.55
2858,徐朝贞,万家基金,万家稳健养老三年持有混合(FOF)Y,2356,4.33,21.55
2859,徐栋,景顺长城基金,景顺长城景颐丰利债券A,3612,19.01,11.58
2859,徐栋,景顺长城基金,景顺长城景颐丰利债券C,3612,19.01,11.58
2859,徐栋,景顺长城基金,景顺长城景盛双益债券A,3612,19.01,11.58
2859,徐栋,景顺长城基金,景顺长城景盛双益债券C,3612,19.01,11.58
2859,徐栋,景顺长城基金,景顺长城景颐丰利债券F,3612,19.01,11.58
2860,许定晴,中海基金,中海海颐混合A,5563,9.55,-1.87
2860,许定晴,中海基金,中海海颐混合C,5563,9.55,-1.87
2860,许定晴,中海基金,中海优质成长混合,5563,9.55,-1.87
2861,谢峰,华泰柏瑞基金,华泰柏瑞医疗健康A,1340,3.09,-39.24
2861,谢峰,华泰柏瑞基金,华泰柏瑞医疗健康C,1340,3.09,-39.24
2862,谢夫,国寿安保基金,国寿安保研究精选混合A,580,1.7,5.78
2862,谢夫,国寿安保基金,国寿安保研究精选混合C,580,1.7,5.78
2862,谢夫,国寿安保基金,国寿安保裕丰混合A,580,1.7,5.78
2862,谢夫,国寿安保基金,国寿安保裕丰混合C,580,1.7,5.78
2862,谢夫,国寿安保基金,国寿安保优选国企股票发起式A,580,1.7,5.78
2862,谢夫,国寿安保基金,国寿安保优选国企股票发起式C,580,1.7,5.78
2863,肖芳芳,华泰证券(上海)资产管理,华泰紫金季季享定开债券发起A,2429,103.31,4.16
2863,肖芳芳,华泰证券(上海)资产管理,华泰紫金季季享定开债券发起C,2429,103.31,4.16
2863,肖芳芳,华泰证券(上海)资产管理,华泰紫金丰益中短债A,2429,103.31,4.16
2863,肖芳芳,华泰证券(上海)资产管理,华泰紫金丰益中短债C,2429,103.31,4.16
2863,肖芳芳,华泰证券(上海)资产管理,华泰紫金智鑫3月定开债,2429,103.31,4.16
2863,肖芳芳,华泰证券(上海)资产管理,华泰紫金丰安27个月定开债券A,2429,103.31,4.16
2863,肖芳芳,华泰证券(上海)资产管理,华泰紫金丰安27个月定开债券C,2429,103.31,4.16
2863,肖芳芳,华泰证券(上海)资产管理,华泰紫金月月发1个月滚动债券发起A,2429,103.31,4.16
2863,肖芳芳,华泰证券(上海)资产管理,华泰紫金月月发1个月滚动债券发起C,2429,103.31,4.16
2863,肖芳芳,华泰证券(上海)资产管理,华泰紫金季季享定开债券发起D,2429,103.31,4.16
2864,许富强,华安基金,华安添祥6个月持有混合A,2227,1.32,9.41
2864,许富强,华安基金,华安添祥6个月持有混合C,2227,1.32,9.41
2865,夏高,大成基金,大成360互联网+大数据100A,3824,24.01,150.07
2865,夏高,大成基金,大成动态量化配置策略混合A,3824,24.01,150.07
2865,夏高,大成基金,大成360互联网+大数据100C,3824,24.01,150.07
2865,夏高,大成基金,大成沪深300增强发起式A,3824,24.01,150.07
2865,夏高,大成基金,大成沪深300增强发起式C,3824,24.01,150.07
2865,夏高,大成基金,大成动态量化配置策略混合C,3824,24.01,150.07
2865,夏高,大成基金,大成中证500指数增强A,3824,24.01,150.07
2865,夏高,大成基金,大成中证500指数增强C,3824,24.01,150.07
2865,夏高,大成基金,大成上证科创板综合指数增强A,3824,24.01,150.07
2865,夏高,大成基金,大成上证科创板综合指数增强C,3824,24.01,150.07
2866,徐光,汇添富基金,汇添富年年利定期开放债券A,2470,143.2,27.18
2866,徐光,汇添富基金,汇添富年年利定期开放债券C,2470,143.2,27.18
2866,徐光,汇添富基金,汇添富稳添利定期开放债券A,2470,143.2,27.18
2866,徐光,汇添富基金,汇添富稳添利定期开放债券C,2470,143.2,27.18
2866,徐光,汇添富基金,汇添富中短债A,2470,143.2,27.18
2866,徐光,汇添富基金,汇添富中短债C,2470,143.2,27.18
2866,徐光,汇添富基金,汇添富中短债E,2470,143.2,27.18
2866,徐光,汇添富基金,汇添富稳乐回报债券发起式A,2470,143.2,27.18
2866,徐光,汇添富基金,汇添富稳乐回报债券发起式C,2470,143.2,27.18
2866,徐光,汇添富基金,汇添富丰泰纯债A,2470,143.2,27.18
2866,徐光,汇添富基金,汇添富丰泰纯债C,2470,143.2,27.18
2867,何喆,汇丰晋信基金,汇丰晋信养老目标日期2036一年持有期混合型(FOF),1160,3.23,1.8
2868,梁铭超,嘉实基金,嘉实均衡臻选一年持有混合A,1493,1.35,-20.68
2868,梁铭超,嘉实基金,嘉实均衡臻选一年持有混合C,1493,1.35,-20.68
2869,许公磊,南方基金,南方绝对收益,717,4.92,6.06
2869,许公磊,南方基金,南方量化成长,717,4.92,6.06
2869,许公磊,南方基金,南方君信混合A,717,4.92,6.06
2869,许公磊,南方基金,南方高股息股票A,717,4.92,6.06
2869,许公磊,南方基金,南方高股息股票C,717,4.92,6.06
2869,许公磊,南方基金,南方君信混合C,717,4.92,6.06
2870,徐华,信达证券,信达价值精选A,956,5.04,8.22
2870,徐华,信达证券,信达价值精选B,956,5.04,8.22
2870,徐华,信达证券,信达丰睿六个月持有,956,5.04,8.22
2870,徐华,信达证券,信达月月盈30天持有债券,956,5.04,8.22
2871,徐皓,国泰基金,国泰民泽平衡养老目标三年持有期混合(FOF)A,3479,1.99,2.03
2871,徐皓,国泰基金,国泰民泽平衡养老目标三年持有期混合(FOF)Y,3479,1.99,2.03
2872,徐昊,东吴基金,东吴苏园产业REIT,1449,31.66,
2873,徐欢,鑫元基金,鑫元鑫选稳健养老目标一年持有偏债混合(FOF)A,453,1.85,4.63
2873,徐欢,鑫元基金,鑫元鑫选安悦3个月持有期债券(FOF)A,453,1.85,4.63
2873,徐欢,鑫元基金,鑫元鑫选安悦3个月持有期债券(FOF)C,453,1.85,4.63
2873,徐欢,鑫元基金,鑫元鑫选稳健养老目标一年持有偏债混合(FOF)Y,453,1.85,4.63
2874,徐辉,建信基金,建信开元瑞享3个月持有期债券A,476,0.96,4.36
2874,徐辉,建信基金,建信开元瑞享3个月持有期债券C,476,0.96,4.36
2875,徐恒,华夏基金,华夏移动互联混合人民币,200,4.55,-3.52
2875,徐恒,华夏基金,华夏移动互联混合美元现汇,200,4.55,-3.52
2875,徐恒,华夏基金,华夏移动互联混合美元现钞,200,4.55,-3.52
2875,徐恒,华夏基金,华夏潜龙精选股票,200,4.55,-3.52
2876,徐昊,太平基金,太平科技先锋混合发起式A,55,0.28,2.27
2876,徐昊,太平基金,太平科技先锋混合发起式C,55,0.28,2.27
2877,谢恒,施罗德基金(中国),施罗德中国动力股票A,3,1.28,-0.4
2877,谢恒,施罗德基金(中国),施罗德中国动力股票C,3,1.28,-0.4
2878,谢泓材,国泰基金,国泰金马稳健混合C,619,7.94,-3.38
2878,谢泓材,国泰基金,国泰金马稳健混合A,619,7.94,-3.38
2879,徐华婧,建信基金,建信睿和纯债定开债,1784,70.26,18.59
2879,徐华婧,建信基金,建信鑫怡90天滚动持有中短债债券A,1784,70.26,18.59
2879,徐华婧,建信基金,建信鑫怡90天滚动持有中短债债券C,1784,70.26,18.59
2879,徐华婧,建信基金,建信鑫恒120天滚动持有中短债债券A,1784,70.26,18.59
2879,徐华婧,建信基金,建信鑫恒120天滚动持有中短债债券C,1784,70.26,18.59
2879,徐华婧,建信基金,建信鑫福60天持有中短债债券A,1784,70.26,18.59
2879,徐华婧,建信基金,建信鑫福60天持有中短债债券C,1784,70.26,18.59
2879,徐华婧,建信基金,建信宁安30天持有期中短债债券A,1784,70.26,18.59
2879,徐华婧,建信基金,建信宁安30天持有期中短债债券C,1784,70.26,18.59
2880,许浩琨,金鹰基金,金鹰元盛债券(LOF)E,374,14.32,8.28
2880,许浩琨,金鹰基金,金鹰中债0-3年政金债指数A,374,14.32,8.28
2880,许浩琨,金鹰基金,金鹰中债0-3年政金债指数C,374,14.32,8.28
2880,许浩琨,金鹰基金,金鹰元盛债券(LOF)D,374,14.32,8.28
2880,许浩琨,金鹰基金,金鹰元盛债券(LOF)C,374,14.32,8.28
2881,许瀚天,华安基金,华安智联混合(LOF)C,14,1.88,-1.6
2881,许瀚天,华安基金,华安智联混合(LOF)A,14,1.88,-1.6
2882,席行懿,中信保诚基金,中信保诚薪金宝货币A,3356,632.04,25.5
2882,席行懿,中信保诚基金,中信保诚至泰中短债A,3356,632.04,25.5
2882,席行懿,中信保诚基金,中信保诚至泰中短债C,3356,632.04,25.5
2882,席行懿,中信保诚基金,中信保诚货币E,3356,632.04,25.5
2882,席行懿,中信保诚基金,中信保诚智惠金货币A,3356,632.04,25.5
2882,席行懿,中信保诚基金,中信保诚智惠金货币C,3356,632.04,25.5
2882,席行懿,中信保诚基金,中信保诚薪金宝货币E,3356,632.04,25.5
2882,席行懿,中信保诚基金,中信保诚智惠金货币E,3356,632.04,25.5
2882,席行懿,中信保诚基金,中信保诚60天持有债券A,3356,632.04,25.5
2882,席行懿,中信保诚基金,中信保诚60天持有债券C,3356,632.04,25.5
2882,席行懿,中信保诚基金,中信保诚至泰中短债E,3356,632.04,25.5
2882,席行懿,中信保诚基金,中信保诚90天持有债券A,3356,632.04,25.5
2882,席行懿,中信保诚基金,中信保诚90天持有债券C,3356,632.04,25.5
2882,席行懿,中信保诚基金,中信保诚乾元30天持有债券A,3356,632.04,25.5
2882,席行懿,中信保诚基金,中信保诚乾元30天持有债券C,3356,632.04,25.5
2882,席行懿,中信保诚基金,中信保诚货币C,3356,632.04,25.5
2882,席行懿,中信保诚基金,中信保诚中证同业存单AAA指数7天持有,3356,632.04,25.5
2882,席行懿,中信保诚基金,中信保诚货币A,3356,632.04,25.5
2882,席行懿,中信保诚基金,中信保诚货币B,3356,632.04,25.5
2883,夏浩洋,广发基金,广发中证环保ETF联接A,1467,86.65,21.8
2883,夏浩洋,广发基金,广发中证环保ETF联接C,1467,86.65,21.8
2883,夏浩洋,广发基金,广发中证光伏产业指数A,1467,86.65,21.8
2883,夏浩洋,广发基金,广发中证光伏产业指数C,1467,86.65,21.8
2883,夏浩洋,广发基金,广发中证港股通互联网指数发起式A,1467,86.65,21.8
2883,夏浩洋,广发基金,广发中证港股通互联网指数发起式C,1467,86.65,21.8
2883,夏浩洋,广发基金,广发中证光伏产业指数F,1467,86.65,21.8
2883,夏浩洋,广发基金,广发国证新能源电池ETF,1467,86.65,21.8
2883,夏浩洋,广发基金,广发恒生A股电网设备ETF,1467,86.65,21.8
2883,夏浩洋,广发基金,广发海外中国互联网30(QDII-ETF),1467,86.65,21.8
2883,夏浩洋,广发基金,广发中证环保ETF,1467,86.65,21.8
2883,夏浩洋,广发基金,广发中证2000ETF,1467,86.65,21.8
2883,夏浩洋,广发基金,广发中证光伏龙头30ETF,1467,86.65,21.8
2884,徐婕,长江证券(上海)资管,长江添利混合A,2234,2.7,22.83
2884,徐婕,长江证券(上海)资管,长江添利混合C,2234,2.7,22.83
2884,徐婕,长江证券(上海)资管,长江均衡成长混合发起式A,2234,2.7,22.83
2884,徐婕,长江证券(上海)资管,长江均衡成长混合发起式C,2234,2.7,22.83
2884,徐婕,长江证券(上海)资管,长江红利回报混合发起式A,2234,2.7,22.83
2884,徐婕,长江证券(上海)资管,长江红利回报混合发起式C,2234,2.7,22.83
2885,许健,中信建投基金,中信建投添鑫宝A,3015,228.19,41.96
2885,许健,中信建投基金,中信建投稳祥A,3015,228.19,41.96
2885,许健,中信建投基金,中信建投稳祥C,3015,228.19,41.96
2885,许健,中信建投基金,中信建投稳悦债券,3015,228.19,41.96
2885,许健,中信建投基金,中信建投双利3个月债A,3015,228.19,41.96
2885,许健,中信建投基金,中信建投双利3个月债C,3015,228.19,41.96
2885,许健,中信建投基金,中信建投稳益90天滚动持有中短债A,3015,228.19,41.96
2885,许健,中信建投基金,中信建投稳益90天滚动持有中短债C,3015,228.19,41.96
2885,许健,中信建投基金,中信建投景安债券A,3015,228.19,41.96
2885,许健,中信建投基金,中信建投景安债券C,3015,228.19,41.96
2885,许健,中信建投基金,中信建投添鑫宝C,3015,228.19,41.96
2885,许健,中信建投基金,中信建投惠享债券A,3015,228.19,41.96
2885,许健,中信建投基金,中信建投惠享债券C,3015,228.19,41.96
2885,许健,中信建投基金,中信建投添鑫宝D,3015,228.19,41.96
2886,徐俊,国联安基金,国联安红利混合,2163,0.75,32.74
2887,许佳,上银基金,上银聚增富定期开放债券,1649,437.08,22.24
2887,许佳,上银基金,上银聚鸿益三个月定开债,1649,437.08,22.24
2887,许佳,上银基金,上银中债1-3年农发行债券指数A,1649,437.08,22.24
2887,许佳,上银基金,上银中债1-3年国开行债券指数A,1649,437.08,22.24
2887,许佳,上银基金,上银聚永益一年定开债券,1649,437.08,22.24
2887,许佳,上银基金,上银中债5-10年国开行债券指数A,1649,437.08,22.24
2887,许佳,上银基金,上银聚顺益一年定开债券发起式,1649,437.08,22.24
2887,许佳,上银基金,上银丰瑞一年持有期混合发起式A,1649,437.08,22.24
2887,许佳,上银基金,上银丰瑞一年持有期混合发起式C,1649,437.08,22.24
2887,许佳,上银基金,上银中债5-10年国开行债券指数C,1649,437.08,22.24
2887,许佳,上银基金,上银中债1-3年国开行债券指数C,1649,437.08,22.24
2887,许佳,上银基金,上银慧臻利率债债券A,1649,437.08,22.24
2887,许佳,上银基金,上银慧臻利率债债券C,1649,437.08,22.24
2887,许佳,上银基金,上银中债1-3年农发行债券指数C,1649,437.08,22.24
2888,肖洁,长安基金,长安鑫悦消费混合A,1203,4.86,9.69
2888,肖洁,长安基金,长安鑫悦消费混合C,1203,4.86,9.69
2888,肖洁,长安基金,长安优势行业混合A,1203,4.86,9.69
2888,肖洁,长安基金,长安优势行业混合C,1203,4.86,9.69
2888,肖洁,长安基金,长安沪深300非周期C,1203,4.86,9.69
2888,肖洁,长安基金,长安沪深300非周期A,1203,4.86,9.69
2889,熊健,国联基金,国联金融鑫选3个月持有混合A,1229,1.16,25.73
2889,熊健,国联基金,国联金融鑫选3个月持有混合C,1229,1.16,25.73
2890,徐娟,诺德基金,诺德短债A,706,52.99,6.84
2890,徐娟,诺德基金,诺德短债C,706,52.99,6.84
2890,徐娟,诺德基金,诺德中短债债券A,706,52.99,6.84
2890,徐娟,诺德基金,诺德中短债债券C,706,52.99,6.84
2890,徐娟,诺德基金,诺德短债D,706,52.99,6.84
2890,徐娟,诺德基金,诺德丰景90天持有债券A,706,52.99,6.84
2890,徐娟,诺德基金,诺德丰景90天持有债券C,706,52.99,6.84
2891,谢今,招商基金,招商普盛全球配置(QDII)人民币A,73,3.32,1.85
2891,谢今,招商基金,招商普盛全球配置(QDII-FOF)美元现汇,73,3.32,1.85
2891,谢今,招商基金,招商普盛全球配置(QDII-FOF)美元现钞,73,3.32,1.85
2891,谢今,招商基金,招商普盛全球配置(QDII)人民币C,73,3.32,1.85
2892,徐嘉辰,交银施罗德基金,交银医疗健康混合发起A,593,0.34,21.86
2892,徐嘉辰,交银施罗德基金,交银医疗健康混合发起C,593,0.34,21.86
2893,忻佳华,摩根资产管理,摩根货币A,1753,595.8,9.32
2893,忻佳华,摩根资产管理,摩根货币B,1753,595.8,9.32
2894,熊俊杰,融通基金,融通巨潮100指数C,587,18.73,14.78
2894,熊俊杰,融通基金,融通中证A500指数增强A,587,18.73,14.78
2894,熊俊杰,融通基金,融通中证A500指数增强C,587,18.73,14.78
2894,熊俊杰,融通基金,融通深证100ETF,587,18.73,14.78
2894,熊俊杰,融通基金,融通中证A500ETF,587,18.73,14.78
2894,熊俊杰,融通基金,融通巨潮100指数A(LOF),587,18.73,14.78
2895,邢军亮,农银汇理基金,农银新能源主题A,1411,88.94,5.93
2895,邢军亮,农银汇理基金,农银绿色能源混合,1411,88.94,5.93
2895,邢军亮,农银汇理基金,农银行业轮动混合C,1411,88.94,5.93
2895,邢军亮,农银汇理基金,农银新能源主题C,1411,88.94,5.93
2895,邢军亮,农银汇理基金,农银行业轮动混合A,1411,88.94,5.93
2896,萧嘉倩,鹏华基金,鹏华文化传媒娱乐股票,1972,3.55,3.34
2896,萧嘉倩,鹏华基金,鹏华弘鑫混合A,1972,3.55,3.34
2896,萧嘉倩,鹏华基金,鹏华弘鑫混合C,1972,3.55,3.34
2896,萧嘉倩,鹏华基金,鹏华创新动力混合(LOF),1972,3.55,3.34
2897,夏金涛,德邦基金,德邦新添利债券A,1176,0.87,-0.03
2897,夏金涛,德邦基金,德邦新添利债券C,1176,0.87,-0.03
2897,夏金涛,德邦基金,德邦新添利债券E,1176,0.87,-0.03
2898,徐君维,中信证券资产管理,中信证券财富优选一年持有混合(FOF)A,56,4.84,-0.4
2898,徐君维,中信证券资产管理,中信证券财富优选一年持有混合(FOF)C,56,4.84,-0.4
2899,薛冀颖,平安基金,平安安盈灵活配置混合A,3492,15.39,10.55
2899,薛冀颖,平安基金,平安优质企业混合A,3492,15.39,10.55
2899,薛冀颖,平安基金,平安优质企业混合C,3492,15.39,10.55
2899,薛冀颖,平安基金,平安安盈灵活配置混合C,3492,15.39,10.55
2899,薛冀颖,平安基金,平安鼎泰混合(LOF),3492,15.39,10.55
2900,徐竞择,财通资管,财通资管先进制造混合发起式A,223,0.44,32.75
2900,徐竞择,财通资管,财通资管先进制造混合发起式C,223,0.44,32.75
2901,熊侃,银华基金,银华尊和养老2035混合(FOF)A,2356,29.68,25.82
2901,熊侃,银华基金,银华尊尚稳健养老混合(FOF)A,2356,29.68,25.82
2901,熊侃,银华基金,银华尊和养老2030三年持有混合发起式(FOF)A,2356,29.68,25.82
2901,熊侃,银华基金,银华尊和养老2040三年持有混合发起(FOF)A,2356,29.68,25.82
2901,熊侃,银华基金,银华尊颐稳健养老目标一年持有混合发起式(FOF)A,2356,29.68,25.82
2901,熊侃,银华基金,银华尊禧稳健养老一年持有混合发起式(FOF)A,2356,29.68,25.82
2901,熊侃,银华基金,银华尊和养老2045三年持有混合发起式(FOF)A,2356,29.68,25.82
2901,熊侃,银华基金,银华华利均衡优选一年持有混合(FOF),2356,29.68,25.82
2901,熊侃,银华基金,银华玉衡定投三个月持有混合发起(FOF)A,2356,29.68,25.82
2901,熊侃,银华基金,银华玉衡定投三个月持有混合发起(FOF)C,2356,29.68,25.82
2901,熊侃,银华基金,银华尊尚稳健养老混合(FOF)Y,2356,29.68,25.82
2901,熊侃,银华基金,银华尊和养老2035混合(FOF)Y,2356,29.68,25.82
2901,熊侃,银华基金,银华尊和养老2030三年持有混合发起式(FOF)Y,2356,29.68,25.82
2901,熊侃,银华基金,银华尊颐稳健养老目标一年持有混合发起式(FOF)Y,2356,29.68,25.82
2901,熊侃,银华基金,银华尊和养老2040三年持有混合发起(FOF)Y,2356,29.68,25.82
2901,熊侃,银华基金,银华尊和养老2045三年持有混合发起式(FOF)Y,2356,29.68,25.82
2901,熊侃,银华基金,银华尊禧稳健养老一年持有混合发起式(FOF)Y,2356,29.68,25.82
2901,熊侃,银华基金,银华华丰三个月持有期混合(FOF)A,2356,29.68,25.82
2901,熊侃,银华基金,银华华丰三个月持有期混合(FOF)C,2356,29.68,25.82
2902,许可,建信基金,建信润利增强债券A,837,1.49,5.01
2902,许可,建信基金,建信润利增强债券C,837,1.49,5.01
2902,许可,建信基金,建信泓利一年持有期债券,837,1.49,5.01
2903,邢科,中银基金,中银美元债债券(QDII)人民币A,796,42.31,6.78
2903,邢科,中银基金,中银美元债债券(QDII)美元,796,42.31,6.78
2903,邢科,中银基金,中银中债1-5年国开债指数,796,42.31,6.78
2903,邢科,中银基金,中银美元债债券(QDII)人民币C,796,42.31,6.78
2904,先轲宇,建信基金,建信嘉薪宝货币A,2880,5861.64,22.59
2904,先轲宇,建信基金,建信嘉薪宝货币B,2880,5861.64,22.59
2904,先轲宇,建信基金,建信现金增利货币A,2880,5861.64,22.59
2904,先轲宇,建信基金,建信现金添益货币A,2880,5861.64,22.59
2904,先轲宇,建信基金,建信货币B,2880,5861.64,22.59
2904,先轲宇,建信基金,建信天添益货币A,2880,5861.64,22.59
2904,先轲宇,建信基金,建信天添益货币B,2880,5861.64,22.59
2904,先轲宇,建信基金,建信天添益货币C,2880,5861.64,22.59
2904,先轲宇,建信基金,建信荣禧一年定期开放债券,2880,5861.64,22.59
2904,先轲宇,建信基金,建信现金增利货币B,2880,5861.64,22.59
2904,先轲宇,建信基金,建信现金增利货币C,2880,5861.64,22.59
2904,先轲宇,建信基金,建信现金添益货币C,2880,5861.64,22.59
2904,先轲宇,建信基金,建信中证同业存单AAA指数7天持有,2880,5861.64,22.59
2904,先轲宇,建信基金,建信现金添益货币H,2880,5861.64,22.59
2904,先轲宇,建信基金,建信货币A,2880,5861.64,22.59
2904,先轲宇,建信基金,建信周盈安心理财债券A,2880,5861.64,22.59
2904,先轲宇,建信基金,建信周盈安心理财债券B,2880,5861.64,22.59
2905,薛琳,国联安基金,国联安安泰灵活配置混合,4702,62.86,78.79
2905,薛琳,国联安基金,国联安通盈混合A,4702,62.86,78.79
2905,薛琳,国联安基金,国联安睿祺灵活配置混合,4702,62.86,78.79
2905,薛琳,国联安基金,国联安鑫享灵活配置混合A,4702,62.86,78.79
2905,薛琳,国联安基金,国联安添鑫灵活配置混合A,4702,62.86,78.79
2905,薛琳,国联安基金,国联安添鑫灵活配置混合C,4702,62.86,78.79
2905,薛琳,国联安基金,国联安鑫享灵活配置混合C,4702,62.86,78.79
2905,薛琳,国联安基金,国联安通盈混合C,4702,62.86,78.79
2905,薛琳,国联安基金,国联安鑫汇混合A,4702,62.86,78.79
2905,薛琳,国联安基金,国联安鑫汇混合C,4702,62.86,78.79
2905,薛琳,国联安基金,国联安鑫发混合A,4702,62.86,78.79
2905,薛琳,国联安基金,国联安鑫发混合C,4702,62.86,78.79
2905,薛琳,国联安基金,国联安增祺纯债A,4702,62.86,78.79
2905,薛琳,国联安基金,国联安增祺纯债C,4702,62.86,78.79
2906,薛玲,建信基金,建信双债增强债券A,3248,69.66,113.08
2906,薛玲,建信基金,建信双债增强债券C,3248,69.66,113.08
2906,薛玲,建信基金,建信鑫稳回报灵活配置混合A,3248,69.66,113.08
2906,薛玲,建信基金,建信鑫稳回报灵活配置混合C,3248,69.66,113.08
2906,薛玲,建信基金,建信上证50ETF发起联接A,3248,69.66,113.08
2906,薛玲,建信基金,建信上证50ETF发起联接C,3248,69.66,113.08
2906,薛玲,建信基金,建信深证基本面60ETF联接C,3248,69.66,113.08
2906,薛玲,建信基金,建信沪深300指数增强(LOF)C,3248,69.66,113.08
2906,薛玲,建信基金,建信恒生科技指数发起(QDII)A,3248,69.66,113.08
