fund_code,fund_name,fund_type,manager_name,company,current_fund,experience_days,total_asset,best_return
160813,长盛同盛成长优选(LOF),混合型-灵活,郭堃,长盛基金,长盛同盛成长优选(LOF),3287,24.72,60.68
160910,大成创新成长混合(LOF)A,混合型-灵活,侯春燕,大成基金,大成创新成长混合(LOF)A,3456,13.9,61.54
160916,大成优选混合(LOF)A,混合型-偏股,戴军,大成基金,大成优选混合(LOF)A,3658,18.28,74.94
160918,大成中小盘混合(LOF)A,混合型-偏股,侯春燕/ 魏庆国,大成基金,大成中小盘混合(LOF)A,3456/ 3702,13.9/ 5.91,61.54/ 138.11
160919,大成产业升级股票(LOF)A,股票型,王晶晶,大成基金,大成产业升级股票(LOF)A,1250,16.98,1.22
160921,大成多策略混合(LOF)A,混合型-灵活,邹建,大成基金,大成多策略混合(LOF)A,1581,14.25,2.54
160924,大成恒生指数(QDII-LOF)A,指数型-海外股票,冉凌浩,大成基金,大成恒生指数(QDII-LOF)A,5022,192.61,388.12
160925,大成中华沪深港300指数(LOF)A,指数型-股票,冉凌浩,大成基金,大成中华沪深港300指数(LOF)A,5022,192.61,388.12
160926,大成创业板两年定开混合A,混合型-偏股,邹建,大成基金,大成创业板两年定开混合A,1581,14.25,2.54
161005,富国天惠成长混合(LOF)A,混合型-偏股,朱少醒,富国基金,富国天惠成长混合(LOF)A,7131,252.5,1411.57
161010,富国天丰强化债券(LOF)A,债券型-混合一级,张明凯,富国基金,富国天丰强化债券(LOF)A,3762,12.86,43.55
161014,富国汇利回报两年定期开放债券,债券型-混合一级,黄纪亮/ 吕春杰,富国基金,富国汇利回报两年定期开放债券,4472/ 1383,386.22/ 289.35,106.87/ 14.07
161015,富国天盈债券(LOF)C,债券型-混合一级,俞晓斌,富国基金,富国天盈债券(LOF)C,3069,344.23,47.75
161017,富国中证500指数增强(LOF)A,指数型-股票,方旻/ 李笑薇/ 徐幼华,富国基金,富国中证500指数增强(LOF)A,3841/ 5633/ 5127,290.51/ 144.12/ 144.6,190.06/ 174.62/ 187.82
161019,富国新天锋债券(LOF)A,债券型-混合一级,武磊,富国基金,富国新天锋债券(LOF)A,3007,358.88,43.06
161022,富国创业板ETF联接A,指数型-股票,曹璐迪,富国基金,富国创业板ETF联接A,1832,153.4,80.88
161024,富国中证军工指数(LOF)A,指数型-股票,张圣贤,富国基金,富国中证军工指数(LOF)A,3643,198.26,73.3
161025,富国中证移动互联网指数(LOF)A,指数型-股票,牛志冬,富国基金,富国中证移动互联网指数(LOF)A,3666,152.16,64.92
161026,富国中证国有企业改革指数(LOF)A,指数型-股票,王保合,富国基金,富国中证国有企业改革指数(LOF)A,5198,117.59,89.71
161027,富国中证全指证券公司指数(LOF)A,指数型-股票,王保合,富国基金,富国中证全指证券公司指数(LOF)A,5198,117.59,89.71
161028,富国中证新能源汽车指数(LOF)A,指数型-股票,牛志冬/ 张圣贤,富国基金,富国中证新能源汽车指数(LOF)A,3666/ 3643,152.16/ 198.26,64.92/ 73.3
161029,富国中证银行指数(LOF)A,指数型-股票,王保合,富国基金,富国中证银行指数(LOF)A,5198,117.59,89.71
161030,富国中证体育产业指数(LOF)A,指数型-股票,张圣贤,富国基金,富国中证体育产业指数(LOF)A,3643,198.26,73.3
161031,富国中证工业4.0指数(LOF)A,指数型-股票,张圣贤,富国基金,富国中证工业4.0指数(LOF)A,3643,198.26,73.3
161032,富国中证煤炭指数(LOF)A,指数型-股票,张圣贤,富国基金,富国中证煤炭指数(LOF)A,3643,198.26,73.3
161033,富国中证智能汽车(LOF)A,指数型-股票,张圣贤,富国基金,富国中证智能汽车(LOF)A,3643,198.26,73.3
161035,富国中证医药主题指数增强A,指数型-股票,蔡卡尔/ 牛志冬,富国基金,富国中证医药主题指数增强A,3062/ 3666,507.89/ 152.16,37.6/ 64.92
161036,富国中证娱乐主题指数增强(LOF)A,指数型-股票,牛志冬,富国基金,富国中证娱乐主题指数增强(LOF)A,3666,152.16,64.92
161037,富国中证高端制造指数增强型(LOF)A,指数型-股票,牛志冬,富国基金,富国中证高端制造指数增强型(LOF)A,3666,152.16,64.92
161038,富国新兴成长量化精选混合(LOF)A,混合型-偏股,王保合,富国基金,富国新兴成长量化精选混合(LOF)A,5198,117.59,89.71
161039,富国中证1000指数增强(LOF)A,指数型-股票,方旻/ 王保合/ 徐幼华,富国基金,富国中证1000指数增强(LOF)A,3841/ 5198/ 5127,290.51/ 117.59/ 144.6,190.06/ 89.71/ 187.82
161040,富国创业板两年定开混合,混合型-偏股,曹晋,富国基金,富国创业板两年定开混合,4295,77.9,180.9
161115,易方达岁丰添利债券(LOF)A,债券型-混合一级,胡剑/ 张凯頔,易方达基金,易方达岁丰添利债券(LOF)A,4835/ 1055,643.03/ 197.3,180.79/ 10.02
161116,易方达黄金主题人民币A,QDII-商品,殷春涛,易方达基金,易方达黄金主题人民币A,194,10.11,27.46
161117,易方达永旭定开债,债券型-长债,李一硕,易方达基金,易方达永旭定开债,3971,553.19,77.8
161118,易方达中小企业100(LOF)A,指数型-股票,刘树荣,易方达基金,易方达中小企业100(LOF)A,2869,1086.42,82.18
161119,易方达中债新综指发起式(LOF)A,指数型-固收,杨真,易方达基金,易方达中债新综指发起式(LOF)A,1640,603.86,29.2
161120,易方达中债新综指发起式(LOF)C,指数型-固收,杨真,易方达基金,易方达中债新综指发起式(LOF)C,1640,603.86,29.2
161121,易方达中证银行ETF联接(LOF)A,指数型-股票,刘树荣,易方达基金,易方达中证银行ETF联接(LOF)A,2869,1086.42,82.18
161122,易方达中证万得生物科技指数(LOF)A,指数型-股票,张湛,易方达基金,易方达中证万得生物科技指数(LOF)A,1897,445.54,37.32
161123,易方达中证万得并购重组(LOF),指数型-股票,刘树荣,易方达基金,易方达中证万得并购重组(LOF),2869,1086.42,82.18
161124,易方达香港小型股指数A,指数型-海外股票,刘树荣,易方达基金,易方达香港小型股指数A,2869,1086.42,82.18
161125,易方达标普500指数人民币A,指数型-海外股票,刘依姗,易方达基金,易方达标普500指数人民币A,180,653.51,16.67
161126,易方达标普医疗保健人民币A,指数型-海外股票,宋钊贤,易方达基金,易方达标普医疗保健人民币A,1724,281.93,47.01
161127,易方达标普生物科技人民币A,指数型-海外股票,宋钊贤,易方达基金,易方达标普生物科技人民币A,1724,281.93,47.01
161128,易方达标普信息科技指数(QDII-LOF)A(人民币),指数型-海外股票,刘依姗,易方达基金,易方达标普信息科技指数(QDII-LOF)A(人民币),180,653.51,16.67
161129,易方达原油A类人民币,QDII-商品,殷春涛,易方达基金,易方达原油A类人民币,194,10.11,27.46
161130,易方达纳斯达克100ETF联接(QDII-LOF)A(人民币),指数型-海外股票,伍臣东,易方达基金,易方达纳斯达克100ETF联接(QDII-LOF)A(人民币),1314,188.82,76.45
161131,易方达科润混合(LOF),混合型-偏股,于博,易方达基金,易方达科润混合(LOF),1259,13.52,-27.58
161132,易方达科顺定开混合,混合型-灵活,张晓宇,易方达基金,易方达科顺定开混合,811,15.22,-7.71
161133,易方达优势回报混合(FOF-LOF)A,FOF-进取型,胡云峰,易方达基金,易方达优势回报混合(FOF-LOF)A,1150,12.55,0.97
161211,国投沪深300金融地产联接,指数型-股票,赵建,国投瑞银基金,国投沪深300金融地产联接,4260,32.39,70.74
161216,国投瑞银双债债券(LOF)A,债券型-混合一级,李达夫/ 宋璐,国投瑞银基金,国投瑞银双债债券(LOF)A,4675/ 3226,147.68/ 208.32,22.43/ 42.99
161217,国投瑞银中证资源指数(LOF)A,指数型-股票,殷瑞飞,国投瑞银基金,国投瑞银中证资源指数(LOF)A,4260,33.12,171.51
161219,国投瑞银新兴产业混合(LOF)A,混合型-灵活,王鹏,国投瑞银基金,国投瑞银新兴产业混合(LOF)A,3696,5.84,94.77
161221,国投瑞银双债债券C,债券型-混合一级,李达夫/ 宋璐,国投瑞银基金,国投瑞银双债债券C,4675/ 3226,147.68/ 208.32,22.43/ 42.99
161222,国投瑞银瑞利混合(LOF)A,混合型-灵活,綦缚鹏,国投瑞银基金,国投瑞银瑞利混合(LOF)A,5512,108.4,129.86
161224,国投瑞银新丝路混合(LOF),混合型-灵活,王鹏,国投瑞银基金,国投瑞银新丝路混合(LOF),3696,5.84,94.77
161225,国投瑞银瑞盈混合(LOF)A,混合型-灵活,周思捷,国投瑞银基金,国投瑞银瑞盈混合(LOF)A,1489,13.43,30.29
161226,国投瑞银白银期货(LOF)A,商品,赵建,国投瑞银基金,国投瑞银白银期货(LOF)A,4260,32.39,70.74
161227,国投瑞银深证100指数,指数型-股票,赵建,国投瑞银基金,国投瑞银深证100指数,4260,32.39,70.74
161229,国投瑞银中国价值发现股票,QDII-普通股票,刘扬,国投瑞银基金,国投瑞银中国价值发现股票,1901,26.96,48.85
161232,国投瑞银瑞盛混合(LOF)A,混合型-灵活,贺明之,国投瑞银基金,国投瑞银瑞盛混合(LOF)A,985,14.72,2.48
161233,国投瑞银瑞泰多策略混合A,混合型-灵活,杨枫,国投瑞银基金,国投瑞银瑞泰多策略混合A,1426,107.33,16.12
161505,银河通利债券(LOF)A,债券型-混合一级,何晶/ 郑可成,银河基金,银河通利债券(LOF)A,3196/ 5314,29.8/ 12.45,21.1/ 4.09
161506,银河通利债券(LOF)C,债券型-混合一级,何晶/ 郑可成,银河基金,银河通利债券(LOF)C,3196/ 5314,29.8/ 12.45,21.1/ 4.09
161601,融通新蓝筹混合,混合型-偏股,何龙,融通基金,融通新蓝筹混合,3558,21.72,47.79
161603,融通债券A/B,债券型-长债,王超,融通基金,融通债券A/B,4168,146.19,79.94
161604,融通深证100指数A,指数型-股票,何天翔,融通基金,融通深证100指数A,3866,89.21,71.48
161605,融通蓝筹成长混合A/B,混合型-灵活,关山/ 吴书,融通基金,融通蓝筹成长混合A/B,3279/ 315,19.13/ 4.04,64.0/ 5.64
161606,融通行业景气混合A,混合型-灵活,邹曦,融通基金,融通行业景气混合A,6379,39.03,100.04
161607,融通巨潮100指数A(LOF),指数型-股票,蔡志伟/ 熊俊杰,融通基金,融通巨潮100指数A(LOF),3757/ 587,21.67/ 18.73,58.46/ 14.78
161608,融通易支付货币A,货币型-普通货币,黄浩荣/ 时慕蓉,融通基金,融通易支付货币A,2859/ 1238,911.87/ 773.8,34.52/ 6.73
161609,融通动力先锋混合A/B,混合型-偏股,关山,融通基金,融通动力先锋混合A/B,3279,19.13,64.0
161610,融通领先成长混合(LOF)A,混合型-偏股,何龙/ 邹曦,融通基金,融通领先成长混合(LOF)A,3558/ 6379,21.72/ 39.03,47.79/ 100.04
161611,融通内需驱动混合A,混合型-偏股,刘安坤,融通基金,融通内需驱动混合A,2201,43.24,50.02
161612,融通深证成份指数A,指数型-股票,蔡志伟,融通基金,融通深证成份指数A,3757,21.67,58.46
161613,融通创业板指数A,指数型-股票,蔡志伟/ 吕寒,融通基金,融通创业板指数A,3757/ 622,21.67/ 19.32,58.46/ 15.06
161614,融通四季添利债券(LOF)A,债券型-混合一级,王超/ 吴嫣睿紫,融通基金,融通四季添利债券(LOF)A,4168/ 158,146.19/ 11.09,79.94/ 0.86
161615,融通易支付货币B,货币型-普通货币,黄浩荣/ 时慕蓉,融通基金,融通易支付货币B,2859/ 1238,911.87/ 773.8,34.52/ 6.73
161616,融通医疗保健行业混合A/B,混合型-偏股,刘曦阳/ 万民远,融通基金,融通医疗保健行业混合A/B,437/ 3195,8.13/ 40.63,-12.45/ 124.98
161618,融通岁岁添利定开债A,债券型-混合一级,王超,融通基金,融通岁岁添利定开债A,4168,146.19,79.94
161619,融通岁岁添利定开债B,债券型-混合一级,王超,融通基金,融通岁岁添利定开债B,4168,146.19,79.94
161620,融通核心价值混合A,QDII-混合灵活,程越楷/ 何博,融通基金,融通核心价值混合A,136/ 2501,0.46/ 1.09,4.55/ 17.2
161622,融通汇财宝货币A,货币型-普通货币,黄浩荣/ 时慕蓉,融通基金,融通汇财宝货币A,2859/ 1238,911.87/ 773.8,34.52/ 6.73
161623,融通汇财宝货币B,货币型-普通货币,黄浩荣/ 时慕蓉,融通基金,融通汇财宝货币B,2859/ 1238,911.87/ 773.8,34.52/ 6.73
161624,融通可转债债券A,债券型-混合二级,樊鑫,融通基金,融通可转债债券A,812,20.69,13.11
161625,融通可转债债券C,债券型-混合二级,樊鑫,融通基金,融通可转债债券C,812,20.69,13.11
161626,融通通福债券(LOF)A,债券型-混合一级,樊鑫/ 时慕蓉,融通基金,融通通福债券(LOF)A,812/ 1238,20.69/ 773.8,13.11/ 6.73
161627,融通通福债券(LOF)C,债券型-混合一级,樊鑫/ 时慕蓉,融通基金,融通通福债券(LOF)C,812/ 1238,20.69/ 773.8,13.11/ 6.73
161628,融通中证云计算与大数据主题指数(LOF)A,指数型-股票,何天翔/ 林丽娟,融通基金,融通中证云计算与大数据主题指数(LOF)A,3866/ 160,89.21/ 31.83,71.48/ -0.2
161631,融通人工智能指数(LOF)A,指数型-股票,何天翔/ 林丽娟,融通基金,融通人工智能指数(LOF)A,3866/ 160,89.21/ 31.83,71.48/ -0.2
161693,融通债券C,债券型-长债,王超,融通基金,融通债券C,4168,146.19,79.94
161706,招商优质成长混合(LOF),混合型-偏股,吴潇,招商基金,招商优质成长混合(LOF),2846,85.2,32.23
161713,招商信用添利债券(LOF)A,债券型-混合一级,向霈,招商基金,招商信用添利债券(LOF)A,4168,2389.73,41.86
161715,招商大宗商品(LOF),指数型-股票,邓童/ 侯昊,招商基金,招商大宗商品(LOF),1280/ 2834,151.99/ 576.17,43.97/ 112.5
161716,招商双债增强债券(LOF)C,债券型-混合一级,刘万锋,招商基金,招商双债增强债券(LOF)C,3785,532.21,53.3
161720,招商中证全指证券公司指数(LOF)A,指数型-股票,文雨,招商基金,招商中证全指证券公司指数(LOF)A,73,26.62,4.63
161721,招商沪深300地产等权重指数A,指数型-股票,王宁远,招商基金,招商沪深300地产等权重指数A,90,12.28,1.47
161722,招商丰泰混合(LOF),混合型-灵活,张潇潇,招商基金,招商丰泰混合(LOF),1290,0.12,0.77
161723,招商中证银行指数A,指数型-股票,侯昊,招商基金,招商中证银行指数A,2834,576.17,112.5
161724,招商中证煤炭等权指数(LOF)A,指数型-股票,邓童/ 侯昊,招商基金,招商中证煤炭等权指数(LOF)A,1280/ 2834,151.99/ 576.17,43.97/ 112.5
161725,招商中证白酒指数(LOF)A,指数型-股票,侯昊,招商基金,招商中证白酒指数(LOF)A,2834,576.17,112.5
161726,招商国证生物医药指数(LOF)A,指数型-股票,侯昊/ 许荣漫,招商基金,招商国证生物医药指数(LOF)A,2834/ 1523,576.17/ 325.27,112.5/ 30.37
161727,招商增荣混合(LOF),混合型-灵活,姚飞军,招商基金,招商增荣混合(LOF),3279,0.9,51.1
161728,招商瑞智优选混合(LOF),混合型-灵活,李崟,招商基金,招商瑞智优选混合(LOF),3400,49.33,99.59
161729,招商瑞利灵活配置混合(LOF)A,混合型-灵活,陆文凯,招商基金,招商瑞利灵活配置混合(LOF)A,2402,43.43,22.34
161730,招商智星稳健配置混合(FOF-LOF)A,FOF-稳健型,王建渗,招商基金,招商智星稳健配置混合(FOF-LOF)A,345,30.78,5.15
161810,银华内需精选混合(LOF),混合型-偏股,刘辉/ 王利刚,银华基金,银华内需精选混合(LOF),2994/ 1973,32.59/ 33.78,72.99/ -1.97
161811,银华沪深300指数(LOF),指数型-股票,杨腾/ 张凯,银华基金,银华沪深300指数(LOF),1274/ 4576,13.73/ 13.01,1.25/ 22.02
161812,银华深证100指数(LOF),指数型-股票,杨腾/ 张凯,银华基金,银华深证100指数(LOF),1274/ 4576,13.73/ 13.01,1.25/ 22.02
161815,银华抗通胀主题(QDII-FOF-LOF)A,QDII-商品,陈悦/ 李宜璇,银华基金,银华抗通胀主题(QDII-FOF-LOF)A,2745/ 2709,1.36/ 42.41,45.01/ 78.06
161816,银华中证等权重90指数(LOF),指数型-股票,杨腾,银华基金,银华中证等权重90指数(LOF),1274,13.73,1.25
161818,银华消费主题混合A,混合型-偏股,薄官辉,银华基金,银华消费主题混合A,3680,28.18,76.69
161820,银华纯债信用债券(LOF)A,债券型-长债,李丹,银华基金,银华纯债信用债券(LOF)A,1679,102.05,15.88
161831,银华恒生中国企业指数,指数型-海外股票,李宜璇,银华基金,银华恒生中国企业指数,2709,42.41,78.06
161834,银华鑫锐灵活配置混合(LOF)A,混合型-灵活,万鑫,银华基金,银华鑫锐灵活配置混合(LOF)A,341,5.72,2.75
161837,银华大盘两年定开混合,混合型-偏股,程桯/ 李晓星,银华基金,银华大盘两年定开混合,3406/ 3611,6.09/ 242.05,27.76/ 199.88
161838,银华创业板两年定期开放混合,混合型-偏股,刘辉/ 王利刚,银华基金,银华创业板两年定期开放混合,2994/ 1973,32.59/ 33.78,72.99/ -1.97
161902,万家增强收益债券,债券型-混合二级,陈奕雯/ 束金伟,万家基金,万家增强收益债券,2286/ 1977,119.98/ 36.64,22.57/ 92.99
161903,万家行业优选混合(LOF),混合型-偏股,黄兴亮,万家基金,万家行业优选混合(LOF),3995,151.14,105.02
161907,万家中证红利ETF联接A,指数型-股票,杨坤,万家基金,万家中证红利ETF联接A,2041,160.42,64.83
161908,万家添利债券(LOF)C,债券型-混合一级,陈佳昀,万家基金,万家添利债券(LOF)C,2912,125.84,59.61
161910,万家新机遇价值驱动A,混合型-灵活,陈贇,万家基金,万家新机遇价值驱动A,72,2.86,0.24
161911,万家强化收益定开债,债券型-长债,陈奕雯,万家基金,万家强化收益定开债,2286,119.98,22.57
161912,万家社会责任18个月定开A,混合型-偏股,莫海波,万家基金,万家社会责任18个月定开A,3673,126.72,248.32
161913,万家社会责任18个月定开C,混合型-偏股,莫海波,万家基金,万家社会责任18个月定开C,3673,126.72,248.32
161914,万家创业板2年定期开放混合A,混合型-偏股,黄兴亮,万家基金,万家创业板2年定期开放混合A,3995,151.14,105.02
161915,万家创业板2年定期开放混合C,混合型-偏股,黄兴亮,万家基金,万家创业板2年定期开放混合C,3995,151.14,105.02
162006,长城久富混合(LOF)A,混合型-偏股,陈良栋,长城基金,长城久富混合(LOF)A,3468,33.06,102.97
162102,金鹰中小盘精选混合A,混合型-偏股,张展华,金鹰基金,金鹰中小盘精选混合A,493,23.44,21.06
162105,金鹰持久增利债券(LOF)C,债券型-混合二级,林龙军,金鹰基金,金鹰持久增利债券(LOF)C,2566,42.2,50.14
162107,金鹰先进制造股票(LOF)A,股票型,杨刚,金鹰基金,金鹰先进制造股票(LOF)A,2059,5.07,0.12
162108,金鹰元盛债券(LOF)C,债券型-混合一级,王怀震/ 许浩琨,金鹰基金,金鹰元盛债券(LOF)C,1946/ 374,81.15/ 14.32,10.27/ 8.28
162201,宏利成长混合,混合型-灵活,孙硕,宏利基金,宏利成长混合,1195,34.95,6.38
162202,宏利周期混合,混合型-偏股,刘晓晨,宏利基金,宏利周期混合,4043,18.88,17.05
162203,宏利稳定混合,混合型-偏股,邱楠宇,宏利基金,宏利稳定混合,1244,1.8,-40.07
162204,宏利行业精选混合A,混合型-偏股,孟杰,宏利基金,宏利行业精选混合A,1722,54.29,35.8
162205,宏利风险预算混合,混合型-偏债,蔡熠阳/ 石磊,宏利基金,宏利风险预算混合,609/ 283,46.82/ 33.83,4.06/ 3.38
162206,宏利货币A,货币型-普通货币,沈乔旸/ 周丹娜,宏利基金,宏利货币A,752/ 1141,457.73/ 246.16,6.53/ 6.65
162207,宏利效率优选混合(LOF),混合型-偏股,吴华,宏利基金,宏利效率优选混合(LOF),4080,5.18,34.97
162208,宏利首选企业股票A,股票型,李坤元,宏利基金,宏利首选企业股票A,4167,24.27,10.65
162209,宏利市值优选混合A,混合型-偏股,刘晓晨,宏利基金,宏利市值优选混合A,4043,18.88,17.05
162210,宏利集利债券A,债券型-混合二级,李宇璐/ 石磊,宏利基金,宏利集利债券A,1418/ 283,168.0/ 33.83,16.16/ 3.38
162212,宏利红利先锋混合A,混合型-偏股,周笑雯,宏利基金,宏利红利先锋混合A,1418,0.99,-2.5
162213,宏利沪深300指数A,指数型-股票,李婷婷,宏利基金,宏利沪深300指数A,1244,38.26,17.12
162214,宏利领先中小盘混合,混合型-偏股,张岩,宏利基金,宏利领先中小盘混合,1125,6.02,5.17
162215,宏利聚利债券(LOF),债券型-混合一级,李宇璐,宏利基金,宏利聚利债券(LOF),1418,168.0,16.16
162216,宏利500指数增强(LOF),指数型-股票,李婷婷,宏利基金,宏利500指数增强(LOF),1244,38.26,17.12
162299,宏利集利债券C,债券型-混合二级,李宇璐/ 石磊,宏利基金,宏利集利债券C,1418/ 283,168.0/ 33.83,16.16/ 3.38
162307,海富通中证A100指数(LOF)A,指数型-股票,纪君凯,海富通基金,海富通中证A100指数(LOF)A,1787,27.26,54.07
162411,华宝标普油气上游股票人民币A,指数型-海外股票,杨洋/ 周晶,华宝基金,华宝标普油气上游股票人民币A,1476/ 4360,71.45/ 176.54,65.23/ 178.7
162412,华宝医疗ETF联接A,指数型-股票,胡洁,华宝基金,华宝医疗ETF联接A,4605,804.67,174.71
162414,华宝新机遇混合(LOF)A,混合型-灵活,林昊/ 唐雪倩,华宝基金,华宝新机遇混合(LOF)A,2992/ 1312,172.58/ 13.09,60.78/ 13.92
162415,华宝标普美国消费人民币A,指数型-海外股票,杨洋/ 周晶,华宝基金,华宝标普美国消费人民币A,1476/ 4360,71.45/ 176.54,65.23/ 178.7
162509,国联安中证A100指数(LOF),指数型-股票,黄欣,国联安基金,国联安中证A100指数(LOF),5519,398.32,101.07
162511,国联安双佳信用债券(LOF),债券型-混合一级,俞善超/ 张昊,国联安基金,国联安双佳信用债券(LOF),384/ 1523,98.44/ 15.93,3.88/ 11.72
162605,景顺长城鼎益混合(LOF)A,混合型-偏股,刘彦春,景顺长城基金,景顺长城鼎益混合(LOF)A,5869,410.2,160.7
162607,景顺长城资源垄断混合(LOF)A,混合型-偏股,韩文强,景顺长城基金,景顺长城资源垄断混合(LOF)A,2055,38.31,33.66
162703,广发小盘成长混合(LOF)A,混合型-偏股,陈韫中/ 刘格菘/ 吴远怡,广发基金,广发小盘成长混合(LOF)A,1336/ 4059/ 1699,124.55/ 321.71/ 193.17,61.71/ 90.33/ 60.95
162711,广发中证500ETF联接A,指数型-股票,刘杰,广发基金,广发中证500ETF联接A,4073,759.13,182.89
162712,广发聚利债券(LOF)A,债券型-混合一级,代宇,广发基金,广发聚利债券(LOF)A,5043,243.82,138.17
162714,广发深证100ETF联接A,指数型-股票,刘杰,广发基金,广发深证100ETF联接A,4073,759.13,182.89
162715,广发聚源债券(LOF)A,债券型-长债,吴迪,广发基金,广发聚源债券(LOF)A,1845,679.4,21.62
162716,广发聚源债券(LOF)C,债券型-长债,吴迪,广发基金,广发聚源债券(LOF)C,1845,679.4,21.62
162717,广发成长新动能混合A,混合型-偏股,郑澄然,广发基金,广发成长新动能混合A,1832,148.34,34.7
162719,广发道琼斯石油指数人民币A,指数型-海外股票,姚曦,广发基金,广发道琼斯石油指数人民币A,1286,45.88,65.82
162720,广发创业板两年定开混合,混合型-偏股,李巍,广发基金,广发创业板两年定开混合,4997,58.02,350.26
162721,广发积极优势混合(FOF-LOF)A,FOF-进取型,杨喆,广发基金,广发积极优势混合(FOF-LOF)A,2023,46.0,8.73
163001,长信医疗保健混合(LOF)A,混合型-灵活,袁婕,长信基金,长信医疗保健混合(LOF)A,47,5.62,12.19
163003,长信利鑫债券(LOF)C,债券型-混合一级,冯彬,长信基金,长信利鑫债券(LOF)C,2772,82.49,37.0
163005,长信利众债券(LOF)C,债券型-混合一级,刘婧,长信基金,长信利众债券(LOF)C,1782,57.68,24.31
163007,长信利众债券(LOF)A,债券型-混合一级,刘婧,长信基金,长信利众债券(LOF)A,1782,57.68,24.31
163008,长信利鑫债券(LOF)A,债券型-混合一级,冯彬,长信基金,长信利鑫债券(LOF)A,2772,82.49,37.0
163109,申万菱信深证成份指数(LOF)A,指数型-股票,王赟杰,申万菱信基金,申万菱信深证成份指数(LOF)A,1769,40.84,16.59
163110,申万菱信量化小盘股票(LOF)A,股票型,王剑,申万菱信基金,申万菱信量化小盘股票(LOF)A,2014,8.08,23.83
163111,申万菱信中小企业100指数(LOF)A,指数型-股票,王赟杰,申万菱信基金,申万菱信中小企业100指数(LOF)A,1769,40.84,16.59
163113,申万菱信中证申万证券行业指数(LOF)A,指数型-股票,王赟杰,申万菱信基金,申万菱信中证申万证券行业指数(LOF)A,1769,40.84,16.59
163114,申万菱信中证环保产业指数(LOF)A,指数型-股票,王赟杰,申万菱信基金,申万菱信中证环保产业指数(LOF)A,1769,40.84,16.59
163115,申万菱信中证军工指数(LOF)A,指数型-股票,赵兵,申万菱信基金,申万菱信中证军工指数(LOF)A,1168,34.45,23.18
163116,申万中证申万电子行业投资指数(LOF)A,指数型-股票,王赟杰,申万菱信基金,申万中证申万电子行业投资指数(LOF)A,1769,40.84,16.59
163118,申万菱信中证申万医药生物指数(LOF)A,指数型-股票,王赟杰,申万菱信基金,申万菱信中证申万医药生物指数(LOF)A,1769,40.84,16.59
163208,诺安油气能源,QDII-普通股票,宋青,诺安基金,诺安油气能源,4942,8.91,61.7
163209,诺安创业板指数增强(LOF)A,指数型-股票,梅律吾,诺安基金,诺安创业板指数增强(LOF)A,6315,6.37,196.47
163302,大摩资源优选混合(LOF),混合型-灵活,沈菁,摩根士丹利基金,大摩资源优选混合(LOF),818,6.48,5.64
163402,兴全趋势投资混合(LOF),混合型-灵活,董理,兴证全球基金,兴全趋势投资混合(LOF),3319,166.8,13.34
163406,兴全合润混合A,混合型-偏股,谢治宇,兴证全球基金,兴全合润混合A,4500,397.12,503.57
163407,兴全沪深300指数(LOF)A,指数型-股票,申庆,兴证全球基金,兴全沪深300指数(LOF)A,5319,83.14,137.95
163409,兴全绿色投资混合(LOF),混合型-偏股,邹欣,兴证全球基金,兴全绿色投资混合(LOF),3434,28.44,61.38
163411,兴全精选混合,混合型-偏股,陈宇,兴证全球基金,兴全精选混合,3562,55.83,74.19
163412,兴全轻资产混合(LOF),混合型-偏股,董理,兴证全球基金,兴全轻资产混合(LOF),3319,166.8,13.34
163415,兴全商业模式混合(LOF)A,混合型-偏股,乔迁,兴证全球基金,兴全商业模式混合(LOF)A,2874,230.82,119.88
163417,兴全合宜混合(LOF)A,混合型-灵活,薛怡然/ 谢治宇,兴证全球基金,兴全合宜混合(LOF)A,80/ 4500,156.69/ 397.12,-8.14/ 503.57
163418,兴全合兴混合A,混合型-偏股,陈宇,兴证全球基金,兴全合兴混合A,3562,55.83,74.19
163503,天治核心成长混合(LOF),混合型-偏股,李申,天治基金,天治核心成长混合(LOF),1502,4.61,1.27
163801,中银中国混合(LOF)A,混合型-灵活,杨亦然,中银基金,中银中国混合(LOF)A,1071,9.16,1.61
163802,中银货币A,货币型-普通货币,蔡静,中银基金,中银货币A,1911,1705.85,11.53
163803,中银持续增长混合A,混合型-偏股,李思佳,中银基金,中银持续增长混合A,584,16.24,11.45
163804,中银收益混合A,混合型-灵活,黄珺,中银基金,中银收益混合A,2266,53.93,132.78
163805,中银动态策略混合A,混合型-偏股,杨庆运,中银基金,中银动态策略混合A,1257,19.38,2.46
163806,中银增利债券,债券型-混合一级,王晓彦,中银基金,中银增利债券,1476,169.64,20.64
163807,中银优选灵活配置混合A,混合型-灵活,黄珺,中银基金,中银优选灵活配置混合A,2266,53.93,132.78
163808,中银中证A100指数增强,指数型-股票,赵建忠,中银基金,中银中证A100指数增强,3640,43.64,79.51
163809,中银蓝筹混合,混合型-灵活,刘腾,中银基金,中银蓝筹混合,2797,14.84,74.47
163810,中银价值混合A,混合型-灵活,刘腾,中银基金,中银价值混合A,2797,14.84,74.47
163811,中银双利债券A,债券型-混合二级,范锐,中银基金,中银双利债券A,2043,141.43,25.67
163812,中银双利债券B,债券型-混合二级,范锐,中银基金,中银双利债券B,2043,141.43,25.67
